transaction_id,timestamp,transaction_type,merchant_category,amount_inr,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,hour_of_day,is_weekend,transaction_status,fraud_flag,anomaly_score,anomaly_risk_band
TXN0000209963,2024-04-30 08:39:45,Bill Payment,Fuel,3027,46-55,18-25,Delhi,ICICI,Yes Bank,iOS,5G,8,0,SUCCESS,0,0.5115348709394253,High Anomaly
TXN0000035158,2024-06-08 13:55:04,P2M,Other,159,46-55,26-35,Uttar Pradesh,HDFC,PNB,Web,3G,13,1,SUCCESS,0,0.5115319182450541,High Anomaly
TXN0000148829,2024-09-25 16:29:17,P2M,Fuel,1497,36-45,36-45,Tamil Nadu,Axis,HDFC,Web,WiFi,16,0,SUCCESS,0,0.5115295529964231,High Anomaly
TXN0000106981,2024-03-03 05:10:59,Bill Payment,Fuel,475,36-45,18-25,Maharashtra,SBI,PNB,iOS,WiFi,5,1,SUCCESS,0,0.5115269703208557,High Anomaly
TXN0000125676,2024-04-20 21:17:47,P2P,Grocery,663,56+,56+,Gujarat,Axis,ICICI,Android,3G,21,1,SUCCESS,0,0.5115266214663814,High Anomaly
TXN0000060037,2024-05-29 19:22:28,P2M,Utilities,258,26-35,56+,Rajasthan,PNB,IndusInd,Web,WiFi,19,0,SUCCESS,0,0.5115223390941133,High Anomaly
TXN0000049916,2024-10-11 12:15:50,Recharge,Fuel,539,26-35,18-25,Telangana,Kotak,IndusInd,iOS,5G,12,0,SUCCESS,0,0.5115200823095083,High Anomaly
TXN0000060916,2024-09-28 08:15:59,P2M,Fuel,470,46-55,36-45,Gujarat,PNB,PNB,iOS,WiFi,8,1,SUCCESS,0,0.5115110753632948,High Anomaly
TXN0000079936,2024-07-29 19:58:51,P2M,Utilities,11370,46-55,46-55,Tamil Nadu,SBI,Axis,iOS,WiFi,19,0,FAILED,0,0.5114983547907751,High Anomaly
TXN0000184640,2024-05-12 20:41:18,P2M,Education,2330,56+,26-35,West Bengal,SBI,ICICI,iOS,WiFi,20,1,SUCCESS,0,0.5114963236588846,High Anomaly
TXN0000027595,2024-02-12 16:11:38,P2P,Utilities,1054,36-45,36-45,Tamil Nadu,Axis,Yes Bank,Web,WiFi,16,0,SUCCESS,0,0.5114939864645144,High Anomaly
TXN0000156507,2024-07-24 08:03:36,Bill Payment,Transport,339,56+,46-55,Karnataka,ICICI,ICICI,Android,3G,8,0,SUCCESS,0,0.5114881348621735,High Anomaly
TXN0000114877,2024-06-22 11:19:24,Bill Payment,Grocery,348,26-35,26-35,Telangana,PNB,Kotak,Web,3G,11,1,SUCCESS,0,0.5114801750693053,High Anomaly
TXN0000062941,2024-04-14 18:50:54,P2M,Entertainment,293,46-55,36-45,Tamil Nadu,Yes Bank,IndusInd,iOS,WiFi,18,1,FAILED,0,0.5114769186695592,High Anomaly
TXN0000021708,2024-11-21 08:56:47,P2M,Healthcare,142,36-45,56+,Delhi,SBI,HDFC,iOS,3G,8,0,SUCCESS,0,0.5114683493204409,High Anomaly
TXN0000119365,2024-04-07 13:05:52,Bill Payment,Entertainment,327,18-25,46-55,Uttar Pradesh,HDFC,Yes Bank,iOS,5G,13,1,SUCCESS,0,0.5114679310597727,High Anomaly
TXN0000009842,2024-06-12 23:54:27,P2P,Education,3565,56+,36-45,Uttar Pradesh,Kotak,Kotak,Android,3G,23,0,SUCCESS,0,0.5114650810537266,High Anomaly
TXN0000057928,2024-04-26 12:41:29,Recharge,Transport,926,46-55,26-35,Maharashtra,HDFC,Yes Bank,Web,5G,12,0,SUCCESS,0,0.5114632375856387,High Anomaly
TXN0000064395,2024-06-24 01:49:50,P2P,Utilities,2720,46-55,46-55,Telangana,SBI,PNB,Web,4G,1,0,FAILED,0,0.511456379103755,High Anomaly
TXN0000154829,2024-04-13 19:21:40,Recharge,Food,104,18-25,18-25,Maharashtra,Yes Bank,Yes Bank,Web,4G,19,1,SUCCESS,0,0.5114538614173851,High Anomaly
TXN0000117672,2024-03-15 12:16:49,Bill Payment,Fuel,316,56+,36-45,Rajasthan,IndusInd,Kotak,Web,4G,12,0,SUCCESS,0,0.5114496674888009,High Anomaly
TXN0000122740,2024-06-19 19:54:20,Bill Payment,Food,93,56+,36-45,West Bengal,IndusInd,SBI,iOS,WiFi,19,0,SUCCESS,0,0.511433927478912,High Anomaly
TXN0000229167,2024-05-18 05:36:30,Recharge,Fuel,420,56+,26-35,Maharashtra,ICICI,ICICI,Android,WiFi,5,1,SUCCESS,0,0.5114336450931268,High Anomaly
TXN0000168705,2024-10-18 07:47:24,P2M,Grocery,214,18-25,18-25,Maharashtra,Kotak,IndusInd,Web,WiFi,7,0,SUCCESS,0,0.5114334735631325,High Anomaly
TXN0000186168,2024-04-17 18:47:43,Bill Payment,Shopping,5500,18-25,46-55,Maharashtra,Yes Bank,Kotak,iOS,WiFi,18,0,SUCCESS,0,0.5114323376915766,High Anomaly
TXN0000119212,2024-03-16 11:04:38,P2P,Fuel,2198,26-35,18-25,Andhra Pradesh,Kotak,PNB,Web,5G,11,1,SUCCESS,0,0.5114314764241525,High Anomaly
TXN0000164650,2024-12-21 12:39:07,Bill Payment,Other,187,18-25,36-45,Maharashtra,PNB,HDFC,Web,WiFi,12,1,SUCCESS,0,0.5114239184934847,High Anomaly
TXN0000024965,2024-01-27 15:51:28,P2P,Transport,103,56+,26-35,Maharashtra,Kotak,SBI,Web,WiFi,15,1,SUCCESS,0,0.5114172987271074,High Anomaly
TXN0000116683,2024-05-05 20:48:25,P2M,Fuel,1112,26-35,56+,Andhra Pradesh,Axis,ICICI,iOS,WiFi,20,1,SUCCESS,0,0.5114151090969824,High Anomaly
TXN0000149861,2024-08-19 09:38:40,P2M,Grocery,2240,36-45,56+,Delhi,Kotak,ICICI,iOS,WiFi,9,0,SUCCESS,0,0.5114121734609848,High Anomaly
TXN0000229776,2024-08-25 07:02:10,Bill Payment,Grocery,621,18-25,36-45,Delhi,ICICI,PNB,iOS,WiFi,7,1,SUCCESS,0,0.5114086466023109,High Anomaly
TXN0000160004,2024-09-04 09:46:23,P2M,Shopping,2048,26-35,18-25,Andhra Pradesh,SBI,Axis,Web,3G,9,0,SUCCESS,0,0.5114014969081114,High Anomaly
TXN0000137034,2024-08-31 18:58:54,Bill Payment,Entertainment,948,26-35,18-25,Tamil Nadu,Yes Bank,PNB,iOS,WiFi,18,1,SUCCESS,0,0.5113998106539841,High Anomaly
TXN0000190140,2024-11-05 18:23:02,P2M,Other,645,56+,36-45,Maharashtra,Axis,PNB,iOS,WiFi,18,0,SUCCESS,0,0.5113910513935169,High Anomaly
TXN0000182290,2024-11-02 10:58:50,P2M,Food,162,26-35,46-55,Rajasthan,HDFC,Kotak,iOS,WiFi,10,1,FAILED,0,0.5113905694574966,High Anomaly
TXN0000186661,2024-06-15 09:07:38,Recharge,Utilities,9448,26-35,18-25,Andhra Pradesh,Yes Bank,PNB,Android,3G,9,1,SUCCESS,0,0.5113873651727746,High Anomaly
TXN0000145942,2024-04-28 22:26:08,Bill Payment,Grocery,5010,36-45,56+,Andhra Pradesh,ICICI,IndusInd,Android,5G,22,1,SUCCESS,0,0.5113791208262731,High Anomaly
TXN0000132468,2024-07-21 18:49:36,P2P,Transport,72,56+,26-35,Karnataka,HDFC,SBI,iOS,3G,18,1,SUCCESS,0,0.5113733275120901,High Anomaly
TXN0000214893,2024-10-02 17:08:03,P2P,Utilities,2751,18-25,56+,Karnataka,ICICI,PNB,iOS,WiFi,17,0,SUCCESS,0,0.5113709838610621,High Anomaly
TXN0000000254,2024-03-14 10:20:18,Recharge,Transport,619,26-35,18-25,West Bengal,IndusInd,IndusInd,iOS,WiFi,10,0,SUCCESS,0,0.5113692788031874,High Anomaly
TXN0000162003,2024-08-14 21:12:17,Recharge,Transport,339,18-25,18-25,Maharashtra,Kotak,Yes Bank,Web,5G,21,0,SUCCESS,0,0.5113680199711579,High Anomaly
TXN0000147490,2024-03-09 22:44:01,P2M,Education,1600,18-25,18-25,Karnataka,PNB,Yes Bank,Web,5G,22,1,SUCCESS,0,0.5113640878248528,High Anomaly
TXN0000187210,2024-03-17 22:43:44,Bill Payment,Grocery,1862,26-35,26-35,Andhra Pradesh,Yes Bank,HDFC,Web,WiFi,22,1,SUCCESS,0,0.5113597134375806,High Anomaly
TXN0000151695,2024-10-11 07:44:37,Bill Payment,Healthcare,364,36-45,46-55,Gujarat,ICICI,IndusInd,iOS,5G,7,0,SUCCESS,0,0.5113587691107593,High Anomaly
TXN0000015595,2024-05-18 10:48:14,Recharge,Grocery,303,46-55,36-45,Rajasthan,Axis,PNB,Android,WiFi,10,1,SUCCESS,0,0.5113570471025942,High Anomaly
TXN0000162055,2024-06-03 17:59:53,Recharge,Education,6065,36-45,18-25,Andhra Pradesh,Yes Bank,Yes Bank,Web,4G,17,0,SUCCESS,0,0.5113536509033658,High Anomaly
TXN0000236201,2024-03-18 08:12:29,P2P,Utilities,2039,56+,46-55,Karnataka,SBI,IndusInd,iOS,WiFi,8,0,SUCCESS,0,0.5113500169807029,High Anomaly
TXN0000246217,2024-07-13 19:09:33,Recharge,Fuel,622,46-55,36-45,Gujarat,IndusInd,Axis,Android,WiFi,19,1,SUCCESS,0,0.5113482432877747,High Anomaly
TXN0000085358,2024-06-08 10:35:30,Bill Payment,Other,503,36-45,46-55,Maharashtra,IndusInd,ICICI,Web,5G,10,1,SUCCESS,0,0.5113284496681779,High Anomaly
TXN0000076807,2024-06-11 08:44:58,Bill Payment,Shopping,1136,46-55,46-55,Rajasthan,IndusInd,HDFC,iOS,5G,8,0,SUCCESS,0,0.5113260833764433,High Anomaly
TXN0000021753,2024-04-17 07:08:40,P2M,Healthcare,130,18-25,26-35,Uttar Pradesh,Yes Bank,Yes Bank,Web,5G,7,0,SUCCESS,0,0.5113204433772243,High Anomaly
TXN0000196646,2024-10-05 12:56:07,P2P,Other,3913,26-35,46-55,Tamil Nadu,PNB,Yes Bank,Web,5G,12,1,FAILED,0,0.5113201703598571,High Anomaly
TXN0000047590,2024-12-06 15:13:24,Bill Payment,Food,394,36-45,46-55,Telangana,Kotak,Yes Bank,iOS,WiFi,15,0,SUCCESS,0,0.5113194732468299,High Anomaly
TXN0000084744,2024-05-24 13:51:02,Bill Payment,Shopping,6611,46-55,18-25,West Bengal,Axis,ICICI,iOS,WiFi,13,0,SUCCESS,0,0.5113102913484298,High Anomaly
TXN0000135433,2024-06-24 08:28:26,P2P,Other,535,46-55,46-55,Uttar Pradesh,Axis,Kotak,iOS,WiFi,8,0,SUCCESS,0,0.5113070462323939,High Anomaly
TXN0000142481,2024-08-24 23:02:08,P2M,Food,1969,26-35,26-35,Telangana,ICICI,IndusInd,Web,WiFi,23,1,SUCCESS,0,0.5113059093692403,High Anomaly
TXN0000237121,2024-02-20 14:09:22,Recharge,Shopping,766,46-55,46-55,Rajasthan,Kotak,IndusInd,iOS,4G,14,0,SUCCESS,0,0.5113053854906485,High Anomaly
TXN0000104360,2024-04-13 20:32:09,Recharge,Food,103,18-25,18-25,Karnataka,PNB,HDFC,Web,4G,20,1,SUCCESS,0,0.5113052937314309,High Anomaly
TXN0000043052,2024-03-23 08:07:39,Recharge,Shopping,720,26-35,56+,West Bengal,ICICI,SBI,iOS,5G,8,1,SUCCESS,0,0.5113010018254845,High Anomaly
TXN0000050576,2024-10-05 17:35:38,Bill Payment,Food,134,56+,26-35,Rajasthan,PNB,Yes Bank,iOS,5G,17,1,SUCCESS,0,0.5113006482471978,High Anomaly
TXN0000124569,2024-12-30 08:40:38,P2P,Fuel,832,36-45,18-25,Andhra Pradesh,SBI,Axis,Web,3G,8,0,SUCCESS,0,0.5112961098329815,High Anomaly
TXN0000114996,2024-08-31 09:04:13,Bill Payment,Transport,160,18-25,56+,Karnataka,Yes Bank,HDFC,iOS,5G,9,1,SUCCESS,0,0.5112904461445722,High Anomaly
TXN0000001159,2024-06-15 00:05:57,P2M,Fuel,745,46-55,56+,Uttar Pradesh,ICICI,Axis,Android,3G,0,1,SUCCESS,0,0.5112784039594385,High Anomaly
TXN0000006252,2024-04-13 14:33:09,Bill Payment,Transport,491,26-35,26-35,Tamil Nadu,Axis,PNB,iOS,WiFi,14,1,SUCCESS,0,0.5112779338658642,High Anomaly
TXN0000128456,2024-07-17 08:30:26,P2P,Shopping,7371,46-55,36-45,Karnataka,PNB,Axis,iOS,WiFi,8,0,SUCCESS,0,0.5112663432991238,High Anomaly
TXN0000180807,2024-04-28 18:13:56,P2P,Fuel,1218,46-55,18-25,Rajasthan,ICICI,Yes Bank,Web,5G,18,1,SUCCESS,0,0.5112633947115875,High Anomaly
TXN0000202080,2024-06-29 01:06:56,Bill Payment,Shopping,99,46-55,18-25,Tamil Nadu,Yes Bank,HDFC,iOS,5G,1,1,SUCCESS,0,0.5112598876284097,High Anomaly
TXN0000115668,2024-02-23 12:51:09,Bill Payment,Healthcare,203,26-35,46-55,Maharashtra,ICICI,HDFC,iOS,WiFi,12,0,SUCCESS,0,0.5112509959281643,High Anomaly
TXN0000189303,2024-03-28 07:16:05,Bill Payment,Other,135,46-55,46-55,Andhra Pradesh,Yes Bank,IndusInd,Android,WiFi,7,0,SUCCESS,0,0.511231288807461,High Anomaly
TXN0000243494,2024-01-04 15:55:04,P2P,Healthcare,255,46-55,56+,Rajasthan,ICICI,Axis,iOS,WiFi,15,0,SUCCESS,0,0.5112272372977228,High Anomaly
TXN0000038581,2024-07-23 15:31:32,P2M,Transport,292,36-45,36-45,Karnataka,Yes Bank,HDFC,Web,WiFi,15,0,SUCCESS,0,0.5112176801936987,High Anomaly
TXN0000074798,2024-03-27 12:29:48,Recharge,Entertainment,395,56+,26-35,Maharashtra,Kotak,PNB,iOS,4G,12,0,SUCCESS,0,0.5111995256609024,High Anomaly
TXN0000068019,2024-02-05 09:13:38,Bill Payment,Grocery,996,26-35,56+,Gujarat,Yes Bank,Yes Bank,iOS,3G,9,0,SUCCESS,0,0.5111974170189961,High Anomaly
TXN0000185969,2024-12-02 04:00:04,Bill Payment,Shopping,5389,36-45,46-55,Telangana,Yes Bank,Axis,Android,WiFi,4,0,SUCCESS,0,0.5111965473808167,High Anomaly
TXN0000073854,2024-06-05 09:43:59,Recharge,Other,935,36-45,26-35,Andhra Pradesh,Axis,Yes Bank,Web,5G,9,0,SUCCESS,0,0.5111950290496288,High Anomaly
TXN0000058406,2024-03-14 18:12:30,P2M,Entertainment,77,46-55,26-35,Maharashtra,PNB,IndusInd,Web,WiFi,18,0,SUCCESS,0,0.5111904302053045,High Anomaly
TXN0000212699,2024-12-08 08:12:41,Recharge,Utilities,5742,36-45,18-25,Tamil Nadu,Kotak,SBI,Web,4G,8,1,SUCCESS,0,0.5111899200671074,High Anomaly
TXN0000200099,2024-06-21 08:53:17,Recharge,Grocery,153,46-55,18-25,Karnataka,PNB,Axis,Web,4G,8,0,SUCCESS,0,0.5111800798659653,High Anomaly
TXN0000215261,2024-03-23 20:01:45,Bill Payment,Other,175,36-45,36-45,Rajasthan,Kotak,Axis,iOS,3G,20,1,SUCCESS,0,0.5111753640314107,High Anomaly
TXN0000003128,2024-01-27 21:44:37,P2P,Transport,332,56+,18-25,Andhra Pradesh,Axis,Yes Bank,iOS,WiFi,21,1,SUCCESS,0,0.5111732038904737,High Anomaly
TXN0000032558,2024-09-02 15:09:43,P2M,Grocery,2058,46-55,36-45,Andhra Pradesh,ICICI,Yes Bank,Web,WiFi,15,0,SUCCESS,0,0.5111711569291517,High Anomaly
TXN0000229169,2024-02-08 22:07:57,Bill Payment,Other,938,46-55,46-55,Tamil Nadu,Axis,HDFC,Android,WiFi,22,0,SUCCESS,0,0.5111669507211163,High Anomaly
TXN0000079327,2024-01-02 11:15:36,P2M,Education,1787,46-55,18-25,West Bengal,PNB,ICICI,iOS,WiFi,11,0,SUCCESS,0,0.5111645044980185,High Anomaly
TXN0000110341,2024-12-07 13:03:15,Recharge,Healthcare,274,46-55,26-35,Rajasthan,ICICI,SBI,Android,3G,13,1,SUCCESS,0,0.5111636477368323,High Anomaly
TXN0000007027,2024-07-27 02:30:57,P2M,Utilities,2728,56+,26-35,Uttar Pradesh,HDFC,Kotak,Web,4G,2,1,SUCCESS,0,0.5111612691735525,High Anomaly
TXN0000161526,2024-01-20 08:30:29,P2M,Healthcare,1107,56+,26-35,Rajasthan,ICICI,Kotak,iOS,5G,8,1,FAILED,0,0.5111586503676284,High Anomaly
TXN0000044097,2024-12-01 00:24:54,Bill Payment,Utilities,466,46-55,18-25,Rajasthan,PNB,SBI,Web,4G,0,1,SUCCESS,0,0.5111554517116281,High Anomaly
TXN0000031664,2024-02-23 06:28:30,P2M,Fuel,972,56+,36-45,West Bengal,ICICI,SBI,iOS,WiFi,6,0,SUCCESS,0,0.5111316710286705,High Anomaly
TXN0000078317,2024-10-09 17:03:08,P2M,Entertainment,153,56+,18-25,Uttar Pradesh,PNB,Kotak,iOS,3G,17,0,SUCCESS,0,0.5111309695821776,High Anomaly
TXN0000036251,2024-08-25 12:01:10,Bill Payment,Utilities,355,18-25,18-25,Gujarat,IndusInd,IndusInd,iOS,5G,12,1,SUCCESS,0,0.5111260107780989,High Anomaly
TXN0000135218,2024-05-14 08:13:47,Recharge,Shopping,631,26-35,36-45,Gujarat,Axis,Yes Bank,iOS,WiFi,8,0,SUCCESS,0,0.5111215244434523,High Anomaly
TXN0000189554,2024-01-06 15:59:26,P2M,Shopping,215,26-35,26-35,Gujarat,SBI,HDFC,Web,3G,15,1,SUCCESS,0,0.5111214207012057,High Anomaly
TXN0000048075,2024-12-09 17:00:16,P2P,Transport,27,56+,18-25,Gujarat,ICICI,Yes Bank,Web,WiFi,17,0,SUCCESS,0,0.5111188801054627,High Anomaly
TXN0000134630,2024-05-23 09:44:35,P2M,Other,90,46-55,36-45,Gujarat,Yes Bank,Kotak,iOS,WiFi,9,0,SUCCESS,0,0.5111188204533197,High Anomaly
TXN0000210997,2024-12-21 11:38:50,Bill Payment,Grocery,2315,18-25,26-35,Rajasthan,IndusInd,PNB,iOS,3G,11,1,SUCCESS,0,0.5111181722342754,High Anomaly
TXN0000170341,2024-06-17 02:08:55,P2P,Transport,36,18-25,56+,Andhra Pradesh,IndusInd,PNB,iOS,4G,2,0,SUCCESS,0,0.5111096049710673,High Anomaly
TXN0000231362,2024-12-07 20:46:00,P2P,Shopping,214,46-55,46-55,Telangana,ICICI,SBI,Web,5G,20,1,SUCCESS,0,0.5110981621283402,High Anomaly
TXN0000184857,2024-08-19 14:11:42,P2M,Fuel,3413,36-45,56+,Andhra Pradesh,Yes Bank,SBI,iOS,WiFi,14,0,SUCCESS,0,0.5110899369752757,High Anomaly
TXN0000147776,2024-05-04 21:58:13,P2P,Shopping,498,18-25,46-55,Rajasthan,Axis,PNB,iOS,WiFi,21,1,SUCCESS,0,0.5110849872948143,High Anomaly
TXN0000035530,2024-05-25 11:32:40,Recharge,Education,5435,46-55,36-45,Andhra Pradesh,ICICI,ICICI,iOS,4G,11,1,SUCCESS,0,0.5110834410953796,High Anomaly
TXN0000140080,2024-03-29 20:28:52,Recharge,Education,17527,36-45,36-45,Uttar Pradesh,IndusInd,PNB,Android,WiFi,20,0,SUCCESS,0,0.5110827820061844,High Anomaly
TXN0000080659,2024-04-28 12:05:54,P2P,Grocery,477,56+,18-25,West Bengal,ICICI,PNB,iOS,WiFi,12,1,SUCCESS,0,0.5110813854025662,High Anomaly
TXN0000135946,2024-04-20 07:52:22,P2P,Shopping,3704,36-45,56+,West Bengal,PNB,PNB,iOS,5G,7,1,SUCCESS,0,0.5110800301151117,High Anomaly
TXN0000223500,2024-08-30 11:41:36,P2M,Entertainment,144,56+,36-45,Karnataka,IndusInd,Yes Bank,Web,5G,11,0,SUCCESS,0,0.5110794822341614,High Anomaly
TXN0000028747,2024-11-23 10:22:15,Bill Payment,Transport,65,26-35,26-35,Karnataka,ICICI,ICICI,iOS,WiFi,10,1,SUCCESS,0,0.511078354949095,High Anomaly
TXN0000248618,2024-02-24 08:21:23,Bill Payment,Entertainment,397,46-55,18-25,Gujarat,Axis,HDFC,Web,4G,8,1,SUCCESS,0,0.5110763163761617,High Anomaly
TXN0000198518,2024-07-05 18:09:08,Recharge,Utilities,1957,18-25,26-35,Uttar Pradesh,Kotak,Yes Bank,Web,5G,18,0,SUCCESS,0,0.5110749976751652,High Anomaly
TXN0000205930,2024-01-02 11:04:15,Recharge,Fuel,4020,46-55,18-25,Karnataka,IndusInd,SBI,Web,4G,11,0,SUCCESS,0,0.5110732248073868,High Anomaly
TXN0000090624,2024-01-07 11:47:34,Bill Payment,Transport,69,26-35,26-35,Gujarat,SBI,Yes Bank,Web,3G,11,1,SUCCESS,0,0.5110682834540345,High Anomaly
TXN0000093195,2024-11-23 06:41:21,Bill Payment,Food,110,36-45,46-55,Uttar Pradesh,SBI,Yes Bank,Web,4G,6,1,SUCCESS,0,0.5110655261717187,High Anomaly
TXN0000162124,2024-11-18 19:55:11,P2M,Grocery,243,56+,46-55,Tamil Nadu,HDFC,ICICI,iOS,WiFi,19,0,SUCCESS,0,0.5110628985634024,High Anomaly
TXN0000141454,2024-05-20 20:02:18,P2M,Shopping,342,46-55,46-55,Telangana,SBI,ICICI,Web,5G,20,0,SUCCESS,0,0.5110582890307537,High Anomaly
TXN0000243464,2024-09-14 05:04:34,P2P,Entertainment,465,26-35,18-25,Tamil Nadu,Kotak,SBI,Web,3G,5,1,SUCCESS,0,0.5110546335910863,High Anomaly
TXN0000054805,2024-04-09 17:45:31,P2M,Fuel,3087,56+,36-45,Karnataka,SBI,HDFC,Web,3G,17,0,SUCCESS,0,0.5110527544161046,High Anomaly
TXN0000212499,2024-12-07 11:21:03,Recharge,Grocery,267,18-25,26-35,Karnataka,Kotak,IndusInd,iOS,WiFi,11,1,SUCCESS,0,0.5110523363463679,High Anomaly
TXN0000234202,2024-03-29 17:25:55,Recharge,Food,287,36-45,36-45,Gujarat,HDFC,Axis,Web,5G,17,0,SUCCESS,0,0.5110397505023482,High Anomaly
TXN0000150411,2024-12-28 20:54:42,P2P,Entertainment,157,18-25,56+,Delhi,Yes Bank,HDFC,iOS,3G,20,1,SUCCESS,0,0.5110188509161376,High Anomaly
TXN0000235570,2024-08-13 07:33:40,Recharge,Shopping,355,56+,26-35,Gujarat,PNB,SBI,iOS,4G,7,0,SUCCESS,0,0.5110071701760925,High Anomaly
TXN0000136877,2024-07-04 21:25:11,P2M,Food,347,18-25,56+,Maharashtra,Axis,Axis,Web,WiFi,21,0,SUCCESS,0,0.5110002372563016,High Anomaly
TXN0000022932,2024-01-25 08:07:29,Bill Payment,Education,2058,56+,18-25,Karnataka,Axis,Kotak,iOS,4G,8,0,SUCCESS,0,0.5109936236696933,High Anomaly
TXN0000146920,2024-09-06 21:55:33,Recharge,Transport,46,56+,26-35,Uttar Pradesh,ICICI,HDFC,iOS,4G,21,0,SUCCESS,0,0.5109927719052146,High Anomaly
TXN0000208356,2024-11-24 12:04:59,P2M,Grocery,272,56+,46-55,Tamil Nadu,ICICI,SBI,Web,4G,12,1,SUCCESS,0,0.5109862233449418,High Anomaly
TXN0000157211,2024-03-10 12:25:51,Recharge,Transport,568,56+,46-55,Tamil Nadu,Axis,IndusInd,Android,5G,12,1,SUCCESS,0,0.510986009798674,High Anomaly
TXN0000103182,2024-07-28 00:14:05,P2P,Utilities,468,46-55,46-55,Rajasthan,ICICI,Yes Bank,Android,3G,0,1,SUCCESS,0,0.5109849826677393,High Anomaly
TXN0000109891,2024-01-08 09:39:13,P2P,Fuel,3406,56+,56+,Uttar Pradesh,Kotak,PNB,iOS,4G,9,0,SUCCESS,0,0.510982971401169,High Anomaly
TXN0000046329,2024-08-02 12:08:47,P2M,Entertainment,298,18-25,56+,Tamil Nadu,SBI,Axis,Web,5G,12,0,SUCCESS,0,0.5109812696710916,High Anomaly
TXN0000126882,2024-04-25 08:21:49,Recharge,Grocery,2029,46-55,46-55,Rajasthan,Kotak,Yes Bank,Android,WiFi,8,0,SUCCESS,0,0.510974303274908,High Anomaly
TXN0000097657,2024-01-22 11:56:19,P2M,Education,12808,46-55,26-35,West Bengal,Yes Bank,HDFC,Web,5G,11,0,SUCCESS,0,0.5109686255129027,High Anomaly
TXN0000151754,2024-02-19 17:13:24,P2P,Shopping,4535,36-45,36-45,Rajasthan,PNB,ICICI,Web,WiFi,17,0,FAILED,0,0.5109595829666392,High Anomaly
TXN0000134640,2024-03-26 10:28:51,P2M,Utilities,1881,46-55,36-45,Rajasthan,HDFC,PNB,Web,5G,10,0,SUCCESS,0,0.510958206531776,High Anomaly
TXN0000044905,2024-11-30 05:16:12,P2M,Entertainment,1362,26-35,46-55,Andhra Pradesh,IndusInd,SBI,iOS,WiFi,5,1,SUCCESS,0,0.510957050304021,High Anomaly
TXN0000220260,2024-04-06 13:04:55,P2P,Transport,83,26-35,18-25,Gujarat,PNB,Kotak,Web,WiFi,13,1,SUCCESS,0,0.5109520280575506,High Anomaly
TXN0000227397,2024-07-13 08:35:05,P2M,Transport,2947,36-45,18-25,Telangana,PNB,Axis,iOS,3G,8,1,SUCCESS,0,0.5109516890861979,High Anomaly
TXN0000088055,2024-11-24 12:44:25,P2P,Entertainment,968,18-25,56+,Maharashtra,ICICI,IndusInd,Web,5G,12,1,SUCCESS,0,0.5109481985051146,High Anomaly
TXN0000006530,2024-03-10 11:38:53,P2P,Grocery,351,18-25,36-45,Tamil Nadu,HDFC,Axis,Web,3G,11,1,SUCCESS,0,0.5109453212549733,High Anomaly
TXN0000202016,2024-10-20 10:51:42,Bill Payment,Education,2357,56+,26-35,Maharashtra,IndusInd,ICICI,iOS,5G,10,1,SUCCESS,0,0.5109410754861203,High Anomaly
TXN0000201588,2024-02-10 07:51:08,P2P,Utilities,6418,56+,36-45,West Bengal,HDFC,Kotak,iOS,5G,7,1,SUCCESS,0,0.5109390266404141,High Anomaly
TXN0000021067,2024-01-18 13:44:26,Bill Payment,Grocery,255,26-35,46-55,Rajasthan,PNB,PNB,iOS,WiFi,13,0,SUCCESS,0,0.510934015763731,High Anomaly
TXN0000149503,2024-09-14 16:31:26,Bill Payment,Other,953,36-45,18-25,Andhra Pradesh,Yes Bank,ICICI,iOS,WiFi,16,1,SUCCESS,0,0.5109284887548825,High Anomaly
TXN0000129017,2024-06-18 19:42:47,Recharge,Education,3932,36-45,26-35,Andhra Pradesh,SBI,IndusInd,Web,5G,19,0,SUCCESS,0,0.5109266322912241,High Anomaly
TXN0000149026,2024-10-05 18:16:55,Recharge,Grocery,406,56+,36-45,Gujarat,Kotak,ICICI,iOS,4G,18,1,SUCCESS,0,0.5109252698120048,High Anomaly
TXN0000164405,2024-09-29 12:13:48,P2M,Fuel,1692,46-55,46-55,Rajasthan,IndusInd,HDFC,Web,4G,12,1,SUCCESS,0,0.5109113359301544,High Anomaly
TXN0000112876,2024-07-28 12:36:54,P2P,Shopping,4281,56+,46-55,Gujarat,SBI,PNB,Web,4G,12,1,SUCCESS,0,0.5109066667461066,High Anomaly
TXN0000189756,2024-11-28 06:42:56,Recharge,Shopping,1098,36-45,18-25,Tamil Nadu,ICICI,ICICI,Web,4G,6,0,SUCCESS,0,0.5109032732364502,High Anomaly
TXN0000211245,2024-12-05 08:59:10,Recharge,Transport,49,18-25,36-45,Telangana,IndusInd,SBI,iOS,5G,8,0,SUCCESS,0,0.5109017933421941,High Anomaly
TXN0000245351,2024-08-23 21:59:59,Bill Payment,Utilities,2855,46-55,46-55,West Bengal,ICICI,Yes Bank,iOS,4G,21,0,SUCCESS,0,0.5109000028607366,High Anomaly
TXN0000045412,2024-08-17 14:50:01,P2M,Transport,65,56+,46-55,Rajasthan,IndusInd,SBI,iOS,5G,14,1,SUCCESS,0,0.5108992918945385,High Anomaly
